Price,Currency,Year,Condition,Total Hours,Total Seats,Flight Rules,Category,Propulsion,No. Engines,Make,Model,City,State,Country,Continent,National Origin,Eng. 1 Hours,Maint. Eng. 1,Eng. 2 Hours,Maint. Eng. 2,Prop. 1 Hours,Maint. Prop. 1,Prop. 2 Hours,Maint. Prop. 2,text
3600000.0,,2007,,5442.0,,,Airplane,Turbofan,,Gulfstream Airspace,G150,,KS,United States,North America,United States,,,,,,,,,Price: USD $
795000.0,,1995,,6333.0,,,Airplane,Turbofan,,Bombardier Learjet,31A,,TX,United States,North America,Canada,,,,,,,,,Price: USD $
190000.0,USD,2002,Used,1194.0,4,,Airplane,Piston Engine,1,Cirrus,Sr20,Palo Alto,CA,United States,,United States,,,,,,,,,$
59900.0,USD,1971,Used,4986.0,,,Airplane,Piston Engine,1,Piper Aircraft,Arrow Ii,Milton,FL,United States,,United States,1200.0,SMOH,,,,SPOH,,,$
45000.0,USD,1976,Used,9636.0,,,Airplane,Piston Engine,1,Beechcraft,C23 Sundowner 180,leesburg,FL,United States,,United States,1362.0,SMOH,,,,,,,$
219000.0,USD,,Used,15307.0,,,Airplane,Piston Engine,1,North American Aviation,T28B,Cincinnati,OH,United States,,United States,,,,,,,,,$
219900.0,USD,2006,Used,3575.0,,,Rotorcraft,Piston Engine,,Robinson Helicopter,R44 Raven I,Louisburg (KLHZ),NC,United States,,United States,1375.0,SMOH,,,,,,,$
92000.0,USD,2017,Used,190.0,2,,Rotorcraft,Gyrocopter,1,Autogyro,Calidus,Monterey,CA,United States,,Germany,190.0,,,,,,,,$
110000.0,USD,1965,Used,1737.0,4,,Airplane,Piston Engine,1,Cessna,182H Skylane,Southern Pines,NC,United States,,United States,,,,,,,,,$
799900.0,USD,2014,Used,738.0,,,Airplane,Piston Engine,1,Piper Aircraft,Malibu Mirage,Lapper,MI,United States,,United States,738.0,SNEW,,,,SNEW,,,$
140000.0,USD,1979,Used,4590.0,4,IFR,Airplane,Piston Engine,1,Bellanca,17-30A Super Viking (1979 And Newer),Apollo Beach,FL,United States,,United States,751.0,SNEW,,,,SOH,,,$
65000.0,USD,1998,Used,302.0,2,VFR,Airplane,Piston Engine,1,Steen Aero Lab Inc,Skybolt,Smithfield,VA,United States,,United States,357.0,SMOH,1489.0,SNEW,,,,,$
199000.0,USD,2014,Used,185.0,2,VFR,Airplane,Piston Engine,2,Lockwood Aircraft,Aircam,Gulf Shores,AL,United States,,United States,185.0,,205.0,,205.0,,205.0,,$
297000.0,USD,1999,Used,3425.0,6,IFR,Airplane,Piston Engine,1,Piper Aircraft,Saratoga Ii Hp,Lansing,MI,United States,,United States,500.0,SFRM,,,,SPOH,,,$
260000.0,GBP,2007,,1500.0,,,Airplane,Piston Engine,1,Cirrus,Sr22 G3 Gts,,,United Kingdom,Europe,United States,,,,,,,,,Price: Â£
379900.0,USD,1964,Used,12359.0,12,VFR,Rotorcraft,Turboshaft,,Bell Textron,Uh-1H,,,United States,,United States,1844.0,SMOH,,,,,,,$
98500.0,USD,2016,Used,290.0,2,,Airplane,Piston Engine,1,Evektor,Sportstar,New Orleans,LA,United States,,Czech Republic,290.0,SNEW,,,,SNEW,,,$
304900.0,USD,2018,Used,395.0,2,VFR,Airplane,Piston Engine,1,Cubcrafters,Carbon Cub Fx3,Mesa,AZ,United States,,United States,395.0,SNEW,,,,SNEW,,,$
8500000.0,,2015,,239.0,,,Rotorcraft,Turboshaft,,Cessna,H145,,IL,United States,North America,Germany,,,,,,,,,Price: USD $
59000.0,USD,1980,Used,900.0,,,Airplane,Piston Engine,1,Lake,La 4/200,Milton,VT,United States,,United States,73.0,SMOH,,,,SPOH,,,$
139900.0,,1989,,1978.0,,,Airplane,Piston Engine,1,Mooney International Corp,M20M,,FL,United States,North America,United States,,,,,,,,,Price: USD $
197500.0,USD,2002,Used,1189.0,4,IFR,Airplane,Piston Engine,1,Cirrus,Sr22,Stuart,FL,United States,,United States,1189.0,SNEW,,,,SNEW,,,$
95000.0,USD,1977,Used,3045.0,4,IFR,Airplane,Piston Engine,1,Mooney International Corp,M20J 201,Anchorage,AK,United States,,United States,519.0,SFRM,,,,SNEW,,,$
187000.0,USD,1978,Used,6239.0,8,IFR,Airplane,Piston Engine,2,Cessna,421C,Concord,CA,United States,,United States,826.0,SMOH,1229.0,SMOH,210.0,SPOH,210.0,SPOH,$
1995000.0,,2002,,2725.0,,,Airplane,Turboprop,,Beechcraft,King Air B200,,TN,United States,North America,United States,,,,,,,,,Price: USD $
124000.0,USD,1978,Used,4575.0,,IFR,Airplane,Piston Engine,1,Beechcraft,F33A Bonanza,Charleston,SC,United States,,United States,1450.0,SMOH,,,,SPOH,,,$
94500.0,USD,1979,Used,11080.0,4,IFR,Airplane,Piston Engine,1,Cessna,172N Skyhawk,Atlanta,GA,United States,,United States,330.0,SFRM,,,,SMOH,,,$
195000.0,USD,1979,Used,5753.0,5,IFR,Airplane,Piston Engine,2,Beechcraft,55 Baron,Fayetteville,AR,United States,,United States,871.0,SFRM,871.0,SFRM,1318.0,SPOH,1318.0,SPOH,$
1645000.0,,1999,,5977.8,,,Airplane,Turbofan,,Cessna,Citation Ultra,,ID,United States,North America,United States,,,,,,,,,Price: USD $
159000.0,USD,1979,Used,5348.0,,,Airplane,Piston Engine,1,Beechcraft,V35B Bonanza,,,United States,,United States,30.0,SMOH,,,,SNEW,,,$
149000.0,USD,1978,Used,2485.0,6,IFR,Airplane,Piston Engine,2,Beechcraft,55 Baron,Granbury,TX,United States,,United States,975.0,SMOH,975.0,SMOH,470.0,SPOH,470.0,SPOH,$
179000.0,USD,1979,Used,3310.0,6,,Airplane,Piston Engine,2,Beechcraft,B55 Baron,,TX,United States,,United States,1262.0,SNEW,1262.0,SNEW,673.0,SPOH,673.0,SPOH,$
2580000.0,USD,2004,Used,2394.0,,VFR,Airplane,Turbofan,,Cessna,Citation Cj2,Laredo,TX,United States,,United States,2394.0,SNEW,2394.0,SMOH,,,,,$
226900.0,USD,1976,Used,1070.0,2,,Airplane,Turboprop,,Siai Marchetti,Sm1019A,,,United States,,Italy,1319.0,SMOH,,,,,,,$
2100000.0,,2011,,311.0,,,Rotorcraft,Turboshaft,,Bell Textron,206L 4,,FL,United States,North America,United States,,,,,,,,,Price: USD $
375000.0,USD,1977,Used,285.0,,,Airplane,Piston Engine,1,Cessna,U206G,Asheville,NC,United States,,United States,285.0,SMOH,,,,SPOH,,,$
36700.0,USD,1962,Used,6850.0,,,Airplane,Piston Engine,2,Aero Commander,500A,Auburn,CA,United States,,United States,1062.0,,1905.0,,740.0,,740.0,,$
65000.0,USD,1968,Used,4230.0,4,IFR,Airplane,Piston Engine,1,Mooney International Corp,M20G Statesman,Baton Rouge,LA,United States,,United States,627.0,SMOH,,,,SMOH,,,$
169000.0,USD,1976,Used,4345.0,,,Airplane,Piston Engine,1,Beechcraft,V35B Bonanza,Greensboro,NC,United States,,United States,421.0,SFRM,,,,,,,$
32000.0,USD,1963,Used,2778.0,2,VFR,Airplane,Piston Engine,1,Cessna,150C,Pompano Beach,FL,United States,,United States,,,,,,,,,$
109000.0,USD,1977,Used,2505.0,5,IFR,Airplane,Piston Engine,2,Beechcraft,B55 Baron,Lacon,IL,United States,,United States,480.0,SMOH,30.0,SMOH,190.0,SPOH,190.0,SPOH,$
41900.0,USD,1971,Used,5678.0,,,Airplane,Piston Engine,1,Piper Aircraft,Arrow,Albert Lea,MN,United States,,United States,904.0,SOH,,,,SOH,,,$
125000.0,USD,2008,Used,5025.0,6,VFR,Rotorcraft,Piston Engine,,Schweizer,269C-1,Batesville,MS,United States,,United States,379.0,,,,,,,,$
1595000.0,USD,2008,Used,1750.0,6,,Airplane,Turboprop,,Beechcraft,King Air C90Gti,Eden Prairie,MN,United States,,United States,1750.0,SNEW,1750.0,SNEW,,,,,$
625000.0,USD,2013,Used,415.0,5,,Airplane,Piston Engine,1,Cirrus,Sr22T-G5,Austin,TX,United States,,United States,415.0,SNEW,,,,SNEW,,,$
68500.0,USD,1972,Used,3513.0,4,,Airplane,Piston Engine,1,Cessna,182P Skylane,,,United States,,United States,821.0,SMOH,,,,SPOH,,,$
175000.0,GBP,,,,,,Airplane,Piston Engine,1,Cessna,P210,,,United Kingdom,Europe,United States,,,,,,,,,Price: Â£
165000.0,USD,1974,Used,5308.0,6,IFR,Airplane,Piston Engine,1,Cessna,210L,Wellington,FL,United States,,United States,1360.0,SMOH,300.0,STOH,,SPOH,,,$
129500.0,USD,1978,Used,2310.0,,IFR,Airplane,Piston Engine,1,Cessna,P210N,Mankato,MN,United States,,United States,615.0,SMOH,,,,SMOH,,,$
126900.0,USD,1976,Used,3486.0,,,Airplane,Piston Engine,1,Cessna,T210L,Kokomo,IN,United States,,United States,826.0,SMOH,,,,SPOH,,,$
209900.0,USD,1979,Used,3275.0,6,IFR,Airplane,Piston Engine,1,Cessna,T210N,Tulsa,OK,United States,,United States,610.0,SNEW,,,,SOH,,,$
999000.0,USD,2014,Used,150.0,,,Airplane,Piston Engine,2,Beechcraft,G58 Baron,Greensboro,NC,United States,,United States,150.0,SNEW,150.0,SNEW,150.0,SNEW,150.0,SNEW,$
214900.0,USD,2007,,3900.0,4,,Airplane,Piston Engine,1,Cessna,182T Skylane,Lantana,FL,United States,,United States,1672.0,SMOH,,,,SNEW,,,$
79950.0,USD,1973,Used,3244.0,4,,Airplane,Piston Engine,1,Cessna,182P Skylane,Livermore,CA,United States,,United States,2224.0,SMOH,1140.0,STOH,,SPOH,,,$
52000.0,USD,1974,Used,4050.0,4,,Airplane,Piston Engine,1,Beechcraft,C23 Sundowner 180,Millbrook,NY,United States,,United States,72.0,,,,,,,,$
42500.0,USD,1973,Used,1013.0,,,Airplane,Piston Engine,1,Bellanca,Citabria 7Gcbc,,UT,United States,,United States,1013.0,SNEW,,,,SNEW,,,$
28500.0,USD,1946,Used,2648.0,2,,Airplane,Piston Engine,1,Piper Aircraft,J-3 Cub,,FL,United States,,United States,720.0,SMOH,,,,,,,$
189000.0,USD,1973,Used,5711.0,,,Airplane,Piston Engine,2,Cessna,421B,Galesburg,IL,United States,,United States,561.0,SFOH,1062.0,SFOH,164.0,,164.0,,$
144900.0,USD,1973,Used,4799.0,4,IFR,Airplane,Piston Engine,1,Cessna,182 Skylane,Oxford,MS,United States,,United States,251.0,SMOH,,,,SPOH,,,$
239950.0,USD,2003,Used,2902.0,4,IFR,Airplane,Piston Engine,1,Cessna,182T Skylane,Jackson,MS,United States,,United States,246.0,SFRM,,,,SPOH,,,$
625000.0,USD,2013,,292.0,,,Airplane,Piston Engine,1,Cirrus,Sr22T-G5 Gts,Lebanon,OH,United States,,United States,292.0,SNEW,,,,,,,$
269900.0,USD,2007,,2262.0,,,Airplane,Piston Engine,1,Cirrus,Sr22-G3 Turbo Gts,,,,,United States,1703.0,,,,,,,,$
259000.0,USD,2007,Used,2400.0,4,IFR,Airplane,Piston Engine,1,Cessna,T182T Skylane,Boise,ID,United States,,United States,2150.0,SNEW,,,,SNEW,,,$
72000.0,USD,1971,Used,1585.0,4,,Airplane,Piston Engine,1,Cessna,177Rg,Marina,CA,United States,,United States,,,,,,,,,$
189900.0,USD,1977,Used,4816.0,,,Airplane,Piston Engine,1,Beechcraft,A36 Bonanza 36,Kokomo,IN,United States,,United States,448.0,SMOH,,,,SPOH,,,$
69900.0,USD,1979,Used,4253.0,4,IFR,Airplane,Piston Engine,1,Piper Aircraft,Turbo Arrow Iv,Inverness,FL,United States,,United States,1640.0,,,,,,,,$
695000.0,USD,,Used,8990.0,8,,Airplane,Turbofan,,Hawker,800A,Bethany,OK,United States,,United Kingdom,,,,,,,,,$
75000.0,USD,2018,Used,100.0,2,VFR,Airplane,Piston Engine,1,Van'S Aircraft,Rv-12,Georgetown,TX,United States,,United States,,,,,,,,,$
190000.0,USD,1979,Used,2620.0,6,IFR,Airplane,Piston Engine,2,Piper Aircraft Corporation,601P,Akron,OH,United States,,United States,20.0,SMOH,737.0,,1016.0,SPOH,1016.0,SPOH,$
257900.0,USD,2005,Used,2000.0,4,,Airplane,Piston Engine,1,Cessna,182T Skylane,Ronkonkoma,NY,United States,,United States,2000.0,SNEW,,,,SNEW,,,$
104900.0,USD,1979,Used,1989.0,,,Airplane,Piston Engine,1,Piper Aircraft,Dakota,Los Angeles,CA,United States,,United States,30.0,SMOH,,,,SPOH,,,$
110000.0,USD,2000,Used,845.0,2,IFR,Airplane,Piston Engine,1,Lancair,320,Lacon,IL,United States,,United States,100.0,SMOH,,,,SNEW,,,$
109900.0,USD,1976,Used,4050.0,4,,Airplane,Piston Engine,2,Beechcraft,B55 Baron,Oxford,MS,United States,,United States,380.0,SFOH,1365.0,SFRM,507.0,SPOH,507.0,SPOH,$
375000.0,USD,2009,Used,1378.0,,IFR,Airplane,Piston Engine,1,Cirrus,Sr22-G3 Turbo Gts,Sturgis,MI,United States,,United States,,,,,,,,,$
195000.0,USD,1989,Used,1200.0,3,IFR,Airplane,Piston Engine,1,Waco Aircraft Company,Ymf-5,Quincy,FL,United States,,United States,84.0,SNEW,,,0.0,,0.0,SMOH,$
209000.0,USD,2000,Used,1250.0,,,Airplane,Piston Engine,1,Cessna,300,Greensboro,NC,United States,,United States,1250.0,SNEW,,,,,,,$
25000.0,USD,1948,Used,4148.0,2,,Airplane,Piston Engine,1,Cessna,140,Brighton,CO,United States,,United States,1306.0,SMOH,,,,SNEW,,,$
135000.0,USD,1979,Used,2530.0,4,IFR,Airplane,Piston Engine,1,Piper Aircraft,Dakota,melbourne (KMLB),FL,United States,,United States,672.0,SFOH,,,,SMOH,,,$
56900.0,USD,1979,Used,4940.0,4,,Airplane,Piston Engine,1,Piper Aircraft,Archer Ii,Mesa,AZ,United States,,United States,444.0,SMOH,,,,SNEW,,,$
1595000.0,,1987,,6633.0,,,Airplane,Turbofan,,Bombardier Challenger,601-3Aer,,FL,United States,North America,Canada,,,,,,,,,Price: USD $
540000.0,USD,1980,Used,3955.0,6,,Airplane,Turboprop,,Cessna,P210 Silver Eagle,Tulsa,OK,United States,,United States,2279.0,SNEW,,,,SPOH,,,$
689000.0,USD,2016,Used,577.0,,,Airplane,Piston Engine,1,Cirrus,Sr22T-G5 Gts,Salt Lake City,UT,United States,,United States,577.0,SNEW,,,,SNEW,,,$
319000.0,USD,1999,Used,1360.0,6,IFR,Airplane,Piston Engine,1,Beechcraft,B36Tc Bonanza,Tampa,FL,United States,,United States,1360.0,SNEW,,,,SPOH,,,$
139900.0,USD,1998,Used,8200.0,4,,Airplane,Piston Engine,1,Cessna,172R Skyhawk,Princeton,NJ,United States,,United States,400.0,SMOH,,,,,,,$
349500.0,USD,2008,Used,1322.0,4,,Airplane,Piston Engine,1,Cirrus,Sr22-G3 Gts,LEBANON,OH,United States,,United States,1322.0,SNEW,,,,SNEW,,,$
650000.0,,1997,,9423.4,,,Airplane,Turbofan,,Beechcraft,Beechjet 400A,,,United States,North America,United States,,,,,,,,,Price: USD $
29900.0,USD,1939,Used,4500.0,2,VFR,Airplane,Piston Engine,1,Stinson Aircraft Company ,Hw-75,Sonora,CA,United States,,United States,520.0,SMOH,,,,SNEW,,,$
125000.0,USD,1949,Used,,,,Rotorcraft,Piston Engine,,Bell Textron,47D-1,Appleton,ME,United States,,United States,,,,,,,,,$
179900.0,USD,1981,Used,16661.0,10,IFR,Airplane,Piston Engine,2,Piper Aircraft,Navajo Chieftain,Stuart,FL,United States,,United States,233.0,SMOH,1259.0,SMOH,,,,,$
64950.0,USD,1979,Used,9724.0,,,Airplane,Piston Engine,1,Piper Aircraft,Archer Ii,San Carlos,CA,United States,,United States,1537.0,SMOH,,,,SPOH,,,$
369000.0,USD,2004,Used,1079.0,,IFR,Airplane,Piston Engine,1,Cessna,T206H,Stuart,FL,United States,,United States,1079.0,SNEW,,,,SNEW,,,$
985000.0,,1987,,,,,Airplane,Turbofan,,Dassault Aviation,50,,TX,United States,North America,France,,,,,,,,,Price: USD $
1999000.0,USD,2007,,2103.0,,,Airplane,Turboprop,,Piaggio Aero,P-180 Avanti Ii,Midland,TX,United States,,Italy,2103.0,SNEW,2103.0,SNEW,,,,,$
2358600.0,USD,2017,New,,7,IFR,Airplane,Turboprop,,Quest Aircraft,Kodiak,Muncie,IN,United States,,United States,,,,,,,,,$
129500.0,USD,1976,Used,4640.0,6,IFR,Airplane,Piston Engine,2,Beechcraft,58P Baron,Batesville,MS,United States,,United States,551.0,STOH,551.0,STOH,233.0,,233.0,,$
115000.0,USD,1953,Used,4210.0,,,Airplane,Piston Engine,1,Piper Aircraft,Super Cub,Princeton,IN,United States,,United States,684.0,SMOH,,,,,,,$
239000.0,USD,1978,Used,6712.0,6,IFR,Airplane,Piston Engine,2,Beechcraft,58 Baron,Denver,CO,United States,,United States,25.0,SMOH,25.0,SMOH,25.0,SMOH,25.0,SMOH,$
595000.0,USD,2015,Used,1044.0,5,IFR,Airplane,Piston Engine,1,Cirrus,Sr22-G5 Turbo,Seattle,WA,United States,,United States,1044.0,SNEW,,,,SNEW,,,$
1295000.0,,1982,,7833.0,,,Airplane,Turboprop,,Beechcraft,King Air B200,,IA,United States,North America,United States,,,,,,,,,Price: USD $
729900.0,USD,2016,,397.0,,,Airplane,Piston Engine,1,Cirrus,Sr22T-G5 Gts,Phillipsburg,OH,United States,,United States,397.0,,,,,,,,$
485000.0,USD,2012,Used,802.0,,,Airplane,Piston Engine,1,Cirrus,Sr22-G3 Gts,Lebanon,OH,United States,,United States,802.0,SNEW,,,,SNEW,,,$
85000.0,USD,1991,Used,9744.0,2,,Rotorcraft,Piston Engine,,Robinson Helicopter,R22 Beta,19317,PA,United States,,United States,1865.0,,,,,,,,$
315000.0,USD,2007,Used,880.0,4,,Airplane,Piston Engine,1,Cirrus,Sr22-G3 Turbo Gts,Wausau,WI,United States,,United States,880.0,SNEW,,,,SNEW,,,$
94999.0,USD,1979,Used,3139.0,4,IFR,Airplane,Piston Engine,1,Mooney International Corp,M20K 231,Grand Forks,ND,United States,,United States,1406.0,SMOH,,,,SPOH,,,$
99000.0,USD,1980,Used,5616.0,4,IFR,Airplane,Piston Engine,1,Mooney International Corp,M20K 231,,KS,United States,,United States,172.0,SMOH,,,,SNEW,,,$
109000.0,USD,1982,Used,2588.0,4,IFR,Airplane,Piston Engine,1,Mooney International Corp,M20K 231,Olathe,KS,United States,,United States,701.0,SMOH,,,605.0,,605.0,,$
2695000.0,,2001,,4490.0,,,Airplane,Turbofan,,Cessna,Citation X,,MD,United States,North America,United States,,,,,,,,,Price: USD $
399000.0,,1978,,8819.0,,,Airplane,Turbofan,,Cessna,Citation Ii,,AR,United States,North America,United States,,,,,,,,,Price: USD $
25000.0,USD,1947,Used,5890.0,2,,Airplane,Piston Engine,1,Cessna,140,Caldwell (KEUL),ID,United States,,United States,45.0,SMOH,,,,,,,$
185000.0,USD,2018,Used,38.0,2,IFR,Airplane,Piston Engine,1,Brm Aero,Bristell,Salt Lake City,UT,United States,,Czech Republic,38.0,SNEW,,,,SNEW,,,$
179900.0,USD,1979,Used,2350.0,,IFR,Airplane,Piston Engine,1,Piper Aircraft,Dakota,Charleston,SC,United States,,United States,420.0,SMOH,,,,SPOH,,,$
689900.0,USD,2015,Used,380.0,,IFR,Airplane,Piston Engine,1,Cirrus,Sr22T-G5 Gts,Phillipsburg,OH,United States,,United States,380.0,,,,,,,,$
365000.0,USD,1983,Used,1700.0,,IFR,Airplane,Turbofan,,Aero,L-39C Albatros,Rockford,IL,United States,,Czech Republic,775.0,SNEW,,,,,,,$
3995000.0,,2000,,8160.4,,,Airplane,Turbofan,,Dassault Aviation,50Ex,,MI,United States,North America,France,,,,,,,,,Price: USD $
2395000.0,USD,2014,Used,8959.0,,IFR,Airplane,Turbofan,,Nextant,400Xti,Greeneville,TN,United States,,United States,1503.0,SNEW,1503.0,SNEW,,,,,$
62000.0,USD,1981,Used,610.0,,VFR,Airplane,Piston Engine,1,Aviat,S-1S,Ravenna,OH,United States,,United States,610.0,SMOH,,,,,,,$
139900.0,USD,1976,Used,5450.0,5,IFR,Airplane,Piston Engine,2,Piper Aircraft Corporation,601P,Corpus Christi,TX,United States,,United States,375.0,SMOH,375.0,SMOH,15.0,SMOH,15.0,SMOH,$
59900.0,USD,2010,Used,50.0,2,,Airplane,Piston Engine,1,Van'S Aircraft,Rv-6/6A,Stuart,FL,United States,,United States,750.0,SMOH,,,,,,,$
435000.0,USD,2006,Used,2200.0,4,IFR,Rotorcraft,Piston Engine,,Robinson Helicopter,R44 Raven Ii,Traverse City,MI,United States,,United States,0.0,SFRM,,,,,,,$
189000.0,USD,2006,Used,8975.0,4,IFR,Airplane,Piston Engine,1,Cessna,172R Skyhawk,St. Louis,MO,United States,,United States,280.0,SMOH,,,,SMOH,,,$
119900.0,USD,2003,Used,5610.0,,,Airplane,Piston Engine,1,Piper Aircraft,Arrow,Lexington (KLEX),KY,United States,,United States,1730.0,SMOH,,,,SPOH,,,$
309000.0,USD,2001,Used,2175.0,,,Airplane,Piston Engine,1,Cessna,T206H,Greensboro,NC,United States,,United States,2175.0,SNEW,,,,SPOH,,,$
105000.0,USD,1968,Used,2590.0,,IFR,Airplane,Piston Engine,2,Cessna,T337,Los Lunas,NM,United States,,United States,440.0,SFOH,200.0,SFOH,158.0,SPOH,158.0,SPOH,$
10750000.0,,2004,,4485.0,,,Airplane,Turbofan,,Dassault Aviation,900Ex Easy,,MD,United States,North America,France,,,,,,,,,Price: USD $
245000.0,USD,1966,Used,4621.0,4,VFR,Airplane,Piston Engine,1,Cessna,180H,Anchorage,AK,United States,,United States,250.0,,,,,,,,$
375000.0,USD,1944,Used,1691.0,5,,Airplane,Piston Engine,1,Beechcraft,D17S Staggerwing,,OR,United States,,United States,0.0,SMOH,,,,SPOH,,,$
3795000.0,,2007,,3402.1,,,Airplane,Turbofan,,Gulfstream Airspace,G150,,IL,United States,North America,United States,,,,,,,,,Price: USD $
34500.0,USD,1947,Used,2794.0,2,VFR,Airplane,Piston Engine,1,Luscombe Aircraft,8E,Huntsville,TX,United States,,United States,9.0,SMOH,,,,,,,$
38500.0,USD,1964,Used,5722.0,4,,Airplane,Piston Engine,1,Cessna,182G Skylane,Hood river,OR,United States,,United States,1792.0,SMOH,,,,,,,$
425000.0,USD,2008,Used,1680.0,6,,Airplane,Piston Engine,1,Piper Aircraft,Matrix,,,United States,,United States,1680.0,SNEW,,,,SNEW,,,$
449000.0,USD,1999,Used,2241.0,6,,Airplane,Piston Engine,1,Piper Aircraft,Malibu Mirage,Kansas City,MO,United States,,United States,946.0,SMOH,,,,SPOH,,,$
150000.0,,1974,,4490.9,,,Airplane,Turbofan,,Bombardier Learjet,24D,,,Canada,North America,Canada,,,,,,,,,Price: USD $
138000.0,USD,1976,Used,9866.0,,IFR,Airplane,Piston Engine,2,Piper Aircraft,Seneca Ii,Stuart,FL,United States,,United States,1560.0,SFRM,1560.0,SFRM,147.0,SPOH,147.0,SPOH,$
129000.0,USD,1972,Used,3696.0,,IFR,Airplane,Piston Engine,1,Beechcraft,V35B Bonanza,Torrance,CA,United States,,United States,1771.0,SFRM,,,,,,,$
284900.0,USD,2006,,929.0,,IFR,Airplane,Piston Engine,1,Cirrus,Sr22-G2 Gts,Phillipsburg,OH,United States,,United States,939.0,,,,,,,,$
259000.0,USD,2004,Used,1185.0,4,IFR,Airplane,Piston Engine,1,Cirrus,Sr22-G2 Gts,Farmingdale,NY,United States,,United States,1185.0,,,,,,,,$
549900.0,USD,1978,Used,6450.0,8,IFR,Airplane,Turboprop,,Mitsubishi Heavy Industries,Mu 2N,Smyrna,TN,United States,,Japan,655.0,,655.0,,45.0,,45.0,,$
51000.0,USD,1963,Used,3560.0,4,,Airplane,Piston Engine,1,Cessna,172D Skyhawk,GILBERT,AZ,United States,,United States,340.0,SMOH,,,,SPOH,,,$
114900.0,USD,1989,Used,3381.0,4,IFR,Airplane,Piston Engine,1,Socata,Tb-20 Trinidad,Farmingdale,NY,United States,,France,1381.0,SMOH,,,,SOH,,,$
24900.0,USD,1979,Used,3977.0,,,Airplane,Piston Engine,1,Piper Aircraft,Tomahawk,Watkins,CO,United States,,United States,2225.0,SMOH,,,,,,,$
72000.0,USD,1974,Used,6767.0,4,IFR,Airplane,Piston Engine,1,Cessna,177Rg,Pensacola,FL,United States,,United States,47.0,SMOH,,,,SOH,,,$
239000.0,USD,1977,Used,6125.0,8,IFR,Airplane,Piston Engine,2,Cessna,421C,Montgomery,NY,United States,,United States,425.0,SMOH,425.0,SMOH,135.0,SPOH,135.0,SPOH,$
26500.0,USD,1946,Used,5677.0,2,VFR,Airplane,Piston Engine,1,Aeronca,7 Champion Ec,Hubbard,OR,United States,,United States,1480.0,SMOH,,,,,,,$
239000.0,USD,2005,Used,1235.0,,,Airplane,Piston Engine,1,Cessna,400,Greensboro,NC,United States,,United States,1235.0,SNEW,,,,SPOH,,,$
3995000.0,,2009,,2400.0,,,Airplane,Turbofan,,Hawker Beechcraft,900Xp,,,United States,North America,United States,,,,,,,,,Price: USD $
159900.0,USD,1986,Used,3813.0,,IFR,Airplane,Piston Engine,1,Mooney International Corp,M20K 252,Norfolk (KORF),VA,United States,,United States,280.0,SMOH,,,,SPOH,,,$
345000.0,USD,2006,Used,1166.0,4,IFR,Airplane,Piston Engine,1,Cessna,400,Conroe,TX,United States,,United States,639.0,SMOH,,,,,,,$
84000.0,USD,1977,Used,3060.0,2,,Airplane,Piston Engine,1,Cessna,152,Brooksville,FL,United States,,United States,771.0,SFOH,,,,,,,$
160500.0,USD,1965,Used,2444.0,,,Airplane,Piston Engine,1,Cessna,P206,,,United States,,United States,183.0,SMOH,,,,SPOH,,,$
889000.0,USD,2018,,384.0,,,Airplane,Piston Engine,1,Cirrus,Sr22T-G6 Gts,Lebanon,OH,United States,,United States,384.0,SNEW,,,,,,,$
250000.0,USD,2007,Used,691.0,2,VFR,Airplane,Piston Engine,1,Extra Flugzeugbau,300Lp,Palatka,FL,United States,,Germany,691.0,,,,,,,,$
155000.0,USD,1982,Used,4550.0,,,Airplane,Piston Engine,1,Piper Aircraft,Saratoga,Sturgis,MI,United States,,United States,1143.0,SMOH,,,,SPOH,,,$
325000.0,USD,2015,Used,248.0,2,VFR,Airplane,Piston Engine,1,Extra Flugzeugbau,300Lp,Palatka,FL,United States,,Germany,,,,,,,,,$
260000.0,USD,1941,Used,85385.0,11,IFR,Airplane,Piston Engine,2,Douglas Aircraft Company,Dc-3A,Santa Rosa,CA,United States,,United States,433.0,SMOH,336.0,SMOH,323.0,SPOH,323.0,SPOH,$
65000.0,USD,1939,Used,45.0,2,,Airplane,Piston Engine,1,Piper Aircraft,J-3 Cub,Ashville,AL,United States,,United States,45.0,SMOH,,,,SNEW,,,$
2350000.0,,1997,,10871.0,,,Airplane,Turboprop,,Beechcraft,1900D,,FL,United States,North America,United States,,,,,,,,,Price: USD $
1395000.0,,2005,,2000.0,,,Airplane,Turbofan,,Hawker Beechcraft,400Xp,,FL,United States,North America,United States,,,,,,,,,Price: USD $
1999000.0,,2013,,205.0,,,Rotorcraft,Turboshaft,,Airbus Helicopters,As 350B-2,,TX,United States,North America,France,,,,,,,,,Price: USD $
315000.0,USD,1985,Used,1338.0,2,IFR,Airplane,Turbofan,,Aero,L-39C Albatros,Rockford,IL,United States,,Czech Republic,988.0,SNEW,495.0,SMOH,,,,,$
157000.0,USD,2002,Used,850.0,5,IFR,Airplane,Piston Engine,1,Maule Air,Mt-7-260,BLUE RIDGE,TX,United States,,United States,850.0,SNEW,,,,SNEW,,,$
195000.0,USD,1981,Used,3696.0,8,,Airplane,Piston Engine,2,Cessna,421C,Ft. Lauderdale,FL,United States,,United States,934.0,SMOH,2071.0,SMOH,1421.0,SOH,1421.0,SOH,$
